Med1 Med2 Caracteristca1 Caracteristca2 Caracteristca3 Caracteristca4
COGNEX SELEGILINE 0.333333333333 0.2 0.19999999999999996 0.0
COGNEX TEGRETOL 0.476923076923 0.25 0.25 0.0
COLACE ATROPINE 0.422857142857 0.1875 0.25 0.0
COLACE CALAN 0.701754385965 0.5833333333333334 0.5 0.16666666666666666
COLACE K@DUR 0.333333333333 0.0 0.0 0.0
COLACE SERACULT 0.551351351351 0.25 0.25 0.0
COMBIVIR EPIVIR 0.675675675676 0.4375 0.5 0.0
COMBIVIR PAXIL 0.4 0.125 0.125 0.0
COMBIVIR PIPERONYL@BUTOXIDE 0.30534351145 0.16666666666666666 0.16666666666666663 0.0
CORGARD COGNEX 0.426666666667 0.42857142857142855 0.4285714285714286 0.2857142857142857
CORGARD VANTIN 0.272 0.14285714285714285 0.0 0.0
CORTEF LORTAB 0.635294117647 0.5 0.5 0.0
CORTEF SALMETEROL 0.422727272727 0.2 0.19999999999999996 0.0
COUMADIN AVANDIA 0.476712328767 0.3125 0.25 0.0
COUMADIN CARDURA 0.332467532468 0.375 0.125 0.125
COUMADIN GLIPIZIDE 0.422988505747 0.1111111111111111 0.11111111111111116 0.0
COUMADIN VANTIN 0.605405405405 0.3125 0.25 0.0
COVERA PROVERA 0.770149253731 0.6428571428571429 0.7142857142857143 0.0
COZAAR HYZAAR 0.666666666667 0.5833333333333334 0.6666666666666667 0.0
COZAAR PRIMAXIN 0.216216216216 0.125 0.125 0.0
COZAAR ZOCOR 0.666666666667 0.3333333333333333 0.33333333333333337 0.0
CYCLOBENZAPRINE CYPROHEPTADINE 0.541935483871 0.5333333333333333 0.5333333333333333 0.13333333333333333
CYCLOBENZAPRINE VICODIN 0.481355932203 0.2 0.2666666666666667 0.0
CYCLOPHOSPHAMIDE CEFACLOR 0.342424242424 0.28125 0.125 0.0625
CYCLOPHOSPHAMIDE CYCLOSPORINE 0.557894736842 0.5625 0.5625 0.3125
CYCLOSERINE CYCLOSPORINE 0.876033057851 0.8333333333333334 0.8333333333333334 0.5
CYCLOSERINE TRIPHASIL 0.366666666667 0.18181818181818182 0.09090909090909094 0.0
CYCLOSPORINE AMBIEN 0.293617021277 0.08333333333333333 0.08333333333333337 0.0
CYCLOSPORINE CYCLOPHOSPHAMIDE 0.557894736842 0.5625 0.5625 0.3125
CYCLOSPORINE CYCLOSERINE 0.876033057851 0.8333333333333334 0.8333333333333334 0.5
CYPROHEPTADINE CYCLOBENZAPRINE 0.541935483871 0.5333333333333333 0.5333333333333333 0.13333333333333333
CYPROHEPTADINE FOSAMAX 0.313513513514 0.14285714285714285 0.1428571428571429 0.0
CYTARABINE CYTOSAR 0.528735632184 0.45 0.4 0.3
CYTARABINE CYTOXAN 0.55632183908 0.45 0.5 0.3
CYTARABINE LEVSIN 0.409523809524 0.15 0.19999999999999996 0.0
CYTOGAM GAMIMUNE@N 0.42380952381 0.25 0.0 0.0
CYTOSAR CYTARABINE 0.528735632184 0.45 0.4 0.3
CYTOSAR CYTOVENE 0.680519480519 0.5625 0.5 0.5
CYTOSAR CYTOXAN 0.756756756757 0.7857142857142857 0.7142857142857143 0.5714285714285714
CYTOSAR FAM@PREN@FORTE 0.392380952381 0.07142857142857142 0.0714285714285714 0.0
CYTOSAR LURIDE 0.250746268657 0.07142857142857142 0.0 0.0
CYTOSAR OXYCODONE 0.5 0.2222222222222222 0.2222222222222222 0.0
CYTOSAR@U MIACALCIN 0.340229885057 0.16666666666666666 0.0 0.0
CYTOSAR@U NEOSAR 0.611428571429 0.3888888888888889 0.4444444444444444 0.0
CYTOSAR@U TETRACYCLINE 0.415384615385 0.16666666666666666 0.08333333333333337 0.0
CYTOSAR@U XANAX 0.4 0.1111111111111111 0.11111111111111116 0.0
CYTOTEC ACCUPRIL 0.488888888889 0.1875 0.125 0.0
CYTOTEC CEFZIL 0.456338028169 0.2857142857142857 0.1428571428571429 0.14285714285714285
CYTOTEC CYTOXAN 0.72972972973 0.6428571428571429 0.5714285714285714 0.5714285714285714
CYTOVENE CYTOSAR 0.680519480519 0.5625 0.5 0.5
CYTOXAN CENTOXIN 0.79012345679 0.625 0.625 0.125
CYTOXAN CYTARABINE 0.55632183908 0.45 0.5 0.3
CYTOXAN CYTOSAR 0.756756756757 0.7857142857142857 0.7142857142857143 0.5714285714285714
CYTOXAN CYTOTEC 0.72972972973 0.6428571428571429 0.5714285714285714 0.5714285714285714
DANAZOL DANTRIUM 0.459259259259 0.4375 0.375 0.375
DANAZOL LANOXIL 0.605405405405 0.35714285714285715 0.4285714285714286 0.0
DANTRIUM DANAZOL 0.459259259259 0.4375 0.375 0.375
DARVON DIOVAN 0.68125 0.5 0.5 0.16666666666666666
DARVON MITOMYCIN 0.365432098765 0.1111111111111111 0.11111111111111116 0.0
DARVON OSMITROL 0.287179487179 0.1875 0.125 0.0
DAUNORUBICIN DOXORUBICIN 0.82735042735 0.75 0.75 0.08333333333333333
DEFEROXAMINE CEFUROXIME 0.770909090909 0.5 0.5833333333333333 0.0
DEFEROXAMINE DESERIL 0.548453608247 0.4166666666666667 0.41666666666666663 0.16666666666666666
DEFEROXAMINE NEBCIN 0.336170212766 0.20833333333333334 0.25 0.0
DEFEROXAMINE ROXANOL 0.540206185567 0.375 0.33333333333333337 0.0
DEFEROXAMINE SERENTIL 0.45 0.25 0.25 0.0
DEMEROL DESYREL 0.708108108108 0.5714285714285714 0.5714285714285714 0.2857142857142857
DEMEROL ZEMURON 0.686486486486 0.5714285714285714 0.5714285714285714 0.0
DENAVIR DESFERAL 0.577777777778 0.4375 0.25 0.25
DENAVIR INDINAVIR 0.866666666667 0.6111111111111112 0.6666666666666667 0.0
DENAVIR LOTRISONE 0.309523809524 0.1111111111111111 0.0 0.0
DENAVIR RYNATUSS 0.39012345679 0.25 0.25 0.0
DEPAKOTE OXYCODONE 0.486746987952 0.2222222222222222 0.2222222222222222 0.0
DEPAKOTE SENOKOT 0.67012987013 0.4375 0.5 0.0
DEPAKOTE VOSOL 0.298507462687 0.125 0.125 0.0
DEPO@MEDROL ADDERALL 0.481632653061 0.3181818181818182 0.18181818181818177 0.0
DEPO@MEDROL CYCLOSERINE 0.353153153153 0.22727272727272727 0.09090909090909094 0.0
DEPO@MEDROL SOLU@MEDROL 0.707407407407 0.6363636363636364 0.6363636363636364 0.0
DESERIL CYTOVENE 0.41038961039 0.1875 0.0 0.0
DESERIL DESYREL 0.945945945946 0.7142857142857143 0.7142857142857143 0.42857142857142855
DESERIL GENGRAF 0.379487179487 0.2857142857142857 0.2857142857142857 0.0
DESERIL RYNATUSS 0.320987654321 0.125 0.0 0.0
DESFERAL AMERGE 0.286486486486 0.25 0.25 0.0
DESFERAL DEXFERRUM 0.686315789474 0.6111111111111112 0.5555555555555556 0.2222222222222222
DESIPRAMINE CLOMIPRAMINE 0.707438016529 0.625 0.6666666666666667 0.0
DESIPRAMINE IMIPRAMINE 0.788785046729 0.6818181818181818 0.7272727272727273 0.0
DESIPRAMINE LUDIOMIL 0.334020618557 0.3181818181818182 0.2727272727272727 0.0
DESIPRAMINE NORTRIPTYLINE 0.45 0.34615384615384615 0.3846153846153846 0.0
DESYREL DEMEROL 0.708108108108 0.5714285714285714 0.5714285714285714 0.2857142857142857
DESYREL DESERIL 0.945945945946 0.7142857142857143 0.7142857142857143 0.42857142857142855
DESYREL TEGRETOL 0.493827160494 0.375 0.375 0.0
DEXFERRUM DESFERAL 0.686315789474 0.6111111111111112 0.5555555555555556 0.2222222222222222
DEXFERRUM DOLOBID 0.254545454545 0.16666666666666666 0.11111111111111116 0.1111111111111111
DEXFERRUM OMNIPEN 0.295454545455 0.1111111111111111 0.0 0.0
DIABETA DOXYCYCLINE 0.36 0.22727272727272727 0.09090909090909094 0.09090909090909091
DIABETA NIMBEX 0.507462686567 0.42857142857142855 0.4285714285714286 0.0
DIABETA ZEBETA 0.901587301587 0.5 0.5714285714285714 0.0
DIAMOX AZITHROMYCIN 0.289361702128 0.16666666666666666 0.16666666666666663 0.0
DIAMOX DOBUTREX 0.486486486486 0.25 0.25 0.125
DIAZEPAM CELEBREX 0.438095238095 0.125 0.0 0.0
DIAZEPAM DITROPAN 0.614285714286 0.5625 0.5 0.25
DIAZEPAM LORAZEPAM 0.689655172414 0.6111111111111112 0.6666666666666667 0.0
DIAZEPAM VERELAN 0.514285714286 0.25 0.25 0.0
DICYCLOMINE DIPHENHYDRAMINE 0.542028985507 0.4666666666666667 0.4666666666666667 0.13333333333333333
DIFLUCAN CYCLOPHOSPHAMIDE 0.412121212121 0.125 0.125 0.0
DIFLUCAN DIPRIVAN 0.713636363636 0.5 0.5 0.25
DIFLUCAN PREVEON 0.488888888889 0.0625 0.125 0.0
DIOVAL DIOVAN 0.766666666667 0.9166666666666666 0.8333333333333334 0.8333333333333334
DIOVAL MITOMYCIN 0.280519480519 0.16666666666666666 0.2222222222222222 0.0
DIOVAN DARVON 0.68125 0.5 0.5 0.16666666666666666
DIOVAN DIOVAL 0.766666666667 0.9166666666666666 0.8333333333333334 0.8333333333333334
DIOVAN ZYBAN 0.701754385965 0.25 0.33333333333333337 0.0
DIPHENATOL DIPHENIDOL 0.933333333333 0.8 0.8 0.6
DIPHENATOL OCULAR@LUBRICANTS 0.332394366197 0.14705882352941177 0.05882352941176472 0.0
DIPHENATOL TETRADECYL@SULFATE 0.424827586207 0.19444444444444445 0.11111111111111116 0.0
DIPHENHYDRAMINE DICYCLOMINE 0.542028985507 0.4666666666666667 0.4666666666666667 0.13333333333333333
DIPHENHYDRAMINE NASALCROM 0.378787878788 0.16666666666666666 0.1333333333333333 0.0
DIPHENIDOL DIPHENATOL 0.933333333333 0.8 0.8 0.6
DIPHENIDOL NOROXIN 0.294505494505 0.2 0.09999999999999998 0.0
DIPRIVAN AMILORIDE 0.432183908046 0.3333333333333333 0.2222222222222222 0.0
DIPRIVAN DIFLUCAN 0.713636363636 0.5 0.5 0.25
DITROPAN DIAZEPAM 0.614285714286 0.5625 0.5 0.25
DITROPAN MEDIGESIC 0.421978021978 0.2222222222222222 0.11111111111111116 0.0
DITROPAN NICODERM 0.559090909091 0.25 0.125 0.0
DITROPAN TORECAN 0.686419753086 0.375 0.375 0.0
DOBUTAMINE DOPAMINE 0.822222222222 0.7 0.7 0.2
DOBUTAMINE EPIVIR 0.335 0.1 0.09999999999999998 0.0
DOBUTREX DIAMOX 0.486486486486 0.25 0.25 0.125
DOBUTREX PLAVIX 0.353846153846 0.0625 0.125 0.0
DOLOBID SLO@BID 0.788732394366 0.5714285714285714 0.5714285714285714 0.0
DOLOBID SUFENTANIL@CITRATE 0.33125 0.1111111111111111 0.11111111111111116 0.0
DOLOBID URIDON 0.501492537313 0.2857142857142857 0.0 0.0
DOPAMINE DOBUTAMINE 0.822222222222 0.7 0.7 0.2
DOXEPIN DOXYCYCLINE 0.578723404255 0.45454545454545453 0.4545454545454546 0.2727272727272727
DOXEPIN IMDUR 0.29375 0.14285714285714285 0.0 0.0
DOXORUBICIN DAUNORUBICIN 0.82735042735 0.75 0.75 0.08333333333333333
DOXORUBICIN IDARUBICIN 0.766355140187 0.6818181818181818 0.6363636363636364 0.0
DOXORUBICIN PENTOBARBITAL 0.4875 0.2692307692307692 0.23076923076923073 0.0
DOXORUBICIN VISTARIL 0.328712871287 0.18181818181818182 0.09090909090909094 0.0
DOXYCYCLINE DOXEPIN 0.578723404255 0.45454545454545453 0.4545454545454546 0.2727272727272727
DOXYCYCLINE PROCTOCORT 0.361739130435 0.22727272727272727 0.09090909090909094 0.0
DOXYCYCLINE RYNATAN 0.382978723404 0.13636363636363635 0.18181818181818177 0.0
DYNABAC DYNACIRC 0.720987654321 0.625 0.625 0.5
DYNABAC PERCOCET 0.41975308642 0.0625 0.0 0.0
DYNACIN DYNACIRC 0.740740740741 0.8125 0.75 0.75
DYNACIN FLUDARA 0.27027027027 0.21428571428571427 0.0 0.0
DYNACIRC DYNABAC 0.720987654321 0.625 0.625 0.5
DYNACIRC DYNACIN 0.740740740741 0.8125 0.75 0.75
DYNACIRC HYDROCORTISONE 0.464406779661 0.21428571428571427 0.2142857142857143 0.0
DYNACIRC PROVENTIL 0.467368421053 0.2222222222222222 0.0 0.0
DYNACIRC QUININE 0.415584415584 0.1875 0.125 0.0
E@VISTA EVISTA 1.0 0.7857142857142857 0.8571428571428572 0.14285714285714285
EDECRIN EULEXIN 0.485714285714 0.5714285714285714 0.4285714285714286 0.14285714285714285
EFUDEX EQUIGESIC 0.416438356164 0.3888888888888889 0.33333333333333337 0.1111111111111111
EFUDEX EURAX 0.51320754717 0.4166666666666667 0.5 0.16666666666666666
ELAVIL CALCIFEROL 0.452380952381 0.2 0.19999999999999996 0.0
ELAVIL NAPROSYN 0.264864864865 0.125 0.0 0.0
ELAVIL ORUVAIL 0.603174603175 0.2857142857142857 0.4285714285714286 0.0
ELAVIL PLAVIX 0.625 0.6666666666666666 0.6666666666666667 0.0
ELAVIL TRIDRATE 0.291891891892 0.125 0.0 0.0
ELDEPRYL COVERA 0.351351351351 0.1875 0.25 0.0
ELDEPRYL ENALAPRIL 0.703296703297 0.5 0.4444444444444444 0.1111111111111111
ELDEPRYL VOLMAX 0.4 0.125 0.0 0.0
ELDOPAQUE@FORTE ELDOQUIN@FORTE 0.779562043796 0.7666666666666667 0.7333333333333334 0.26666666666666666
ELDOPAQUE@FORTE GEMZAR 0.253846153846 0.13333333333333333 0.1333333333333333 0.0
ELDOPAQUE@FORTE NORFLOXACIN 0.317557251908 0.16666666666666666 0.06666666666666665 0.0
ELDOQUIN@FORTE ELDOPAQUE@FORTE 0.779562043796 0.7666666666666667 0.7333333333333334 0.26666666666666666
ELDOQUIN@FORTE LAMICTAL 0.288288288288 0.21428571428571427 0.1428571428571429 0.0
ELDOQUIN@FORTE TAMIFLU 0.257692307692 0.10714285714285714 0.1428571428571429 0.0
ELMIRON CYTOGAM 0.227027027027 0.14285714285714285 0.0 0.0
ELMIRON IMURAN 0.698507462687 0.35714285714285715 0.4285714285714286 0.0
ENALAPRIL ELDEPRYL 0.703296703297 0.5 0.4444444444444444 0.1111111111111111
ENALAPRIL FLUOROURACIL 0.351401869159 0.25 0.25 0.0
ENALAPRIL GLYBURIDE 0.476595744681 0.3333333333333333 0.11111111111111116 0.0
EPIVIR CARBOPLATIN 0.285714285714 0.18181818181818182 0.18181818181818177 0.0
EPIVIR COMBIVIR 0.675675675676 0.4375 0.5 0.0
EPIVIR UROCIT@K 0.328358208955 0.125 0.125 0.0
EQUAGESIC EQUIGESIC 0.962790697674 0.8888888888888888 0.8888888888888888 0.3333333333333333
EQUIGESIC BENTYL 0.306493506494 0.1111111111111111 0.0 0.0
EQUIGESIC EQUAGESIC 0.962790697674 0.8888888888888888 0.8888888888888888 0.3333333333333333
EQUIGESIC LIBRAX 0.306493506494 0.1111111111111111 0.11111111111111116 0.0
EQUIGESIC PERIACTIN 0.364444444444 0.3333333333333333 0.2222222222222222 0.0
EREX MORPHINE 0.25 0.125 0.125 0.0
EREX PITRESSIN 0.433802816901 0.2222222222222222 0.2222222222222222 0.0
EREX UREX 0.87 0.625 0.75 0.0
ERYTHROCIN ETHMOZINE 0.590099009901 0.55 0.5 0.1
ERYTHROCIN ZIAC 0.27027027027 0.1 0.09999999999999998 0.0
ERYTHROMYCIN AZITHROMYCIN 0.9 0.7083333333333334 0.75 0.0
ERYTHROMYCIN MIACALCIN 0.34954954955 0.2916666666666667 0.25 0.0
ERYTHROMYCIN PENICILLAMINE 0.314503816794 0.2692307692307692 0.15384615384615385 0.0
ERYTHROMYCIN VISTARIL 0.244444444444 0.20833333333333334 0.25 0.0
ESKALITH CARDIZEM@SR 0.305882352941 0.18181818181818182 0.0 0.0
ESKALITH CYTARABINE 0.421276595745 0.2 0.19999999999999996 0.0
ESKALITH ESTRATEST 0.505263157895 0.4444444444444444 0.33333333333333337 0.2222222222222222
ESKALITH LOTRIMIN 0.327272727273 0.25 0.0 0.0
ESKALITH NICARDIPINE 0.392079207921 0.18181818181818182 0.18181818181818177 0.0
ESKALITH PERMETHRIN 0.447058823529 0.25 0.09999999999999998 0.0
ESMOLOL BUSPIRONE 0.395238095238 0.2222222222222222 0.2222222222222222 0.0
ESMOLOL OSMITROL 0.641975308642 0.4375 0.5 0.0
ESTRADERM TESTODERM 0.78431372549 0.7222222222222222 0.6666666666666667 0.0
ESTRATAB ESTRATEST 0.795789473684 0.7222222222222222 0.6666666666666667 0.6666666666666666
ESTRATEST ESKALITH 0.505263157895 0.4444444444444444 0.33333333333333337 0.2222222222222222
ESTRATEST ESTRATAB 0.795789473684 0.7222222222222222 0.6666666666666667 0.6666666666666666
ESTRATEST MPM@GELPAD 0.298113207547 0.18181818181818182 0.0 0.0
ETHMOZINE AZITHROMYCIN 0.594594594595 0.375 0.33333333333333337 0.0
ETHMOZINE ERYTHROCIN 0.590099009901 0.55 0.5 0.1
ETHMOZINE VIOXX 0.248648648649 0.1111111111111111 0.11111111111111116 0.0
ETIDRONATE ALPRAZOLAM 0.338461538462 0.25 0.09999999999999998 0.0
ETIDRONATE ETOMIDATE 0.662365591398 0.6 0.5 0.2
ETIDRONATE ETRETINATE 0.68 0.65 0.6 0.2
ETOMIDATE ETIDRONATE 0.662365591398 0.6 0.5 0.2
ETOMIDATE VOLTAREN 0.294252873563 0.2777777777777778 0.2222222222222222 0.0
ETRETINATE CEFTIN 0.52380952381 0.35 0.30000000000000004 0.0
ETRETINATE COVERA 0.28 0.15 0.19999999999999996 0.0
ETRETINATE ETIDRONATE 0.68 0.65 0.6 0.2
EULEXIN EDECRIN 0.485714285714 0.5714285714285714 0.4285714285714286 0.14285714285714285
EULEXIN PACLITAXEL 0.344827586207 0.2 0.19999999999999996 0.0
EULEXIN ZONALON 0.354285714286 0.21428571428571427 0.1428571428571429 0.0
EURAX EFUDEX 0.51320754717 0.4166666666666667 0.5 0.16666666666666666
EURAX PREVEON 0.373333333333 0.14285714285714285 0.1428571428571429 0.0
EURAX ULTANE 0.249056603774 0.3333333333333333 0.16666666666666663 0.0
EVISTA AVAPRO 0.5 0.16666666666666666 0.16666666666666663 0.0
EVISTA E@VISTA 1.0 0.7857142857142857 0.8571428571428572 0.14285714285714285
EVISTA METOLAZONE 0.315 0.15 0.09999999999999998 0.0
EVISTA RISPERIDONE 0.450574712644 0.18181818181818182 0.18181818181818177 0.0
FAM@PREN@FORTE AMRINONE 0.544444444444 0.32142857142857145 0.4285714285714286 0.0
FAM@PREN@FORTE PARAFON@FORTE 0.666666666667 0.5714285714285714 0.5714285714285714 0.0
FENTANYL@CITRATE OMNIPEN 0.338983050847 0.125 0.125 0.0
FENTANYL@CITRATE SUFENTANIL@CITRATE 0.93023255814 0.8055555555555556 0.8333333333333334 0.0
FIORICET CLORAZEPATE 0.581443298969 0.2727272727272727 0.36363636363636365 0.0
FIORICET FIORINAL 0.675 0.6875 0.625 0.625
FIORICET NIMBEX 0.264864864865 0.25 0.25 0.0
FIORINAL FIORICET 0.675 0.6875 0.625 0.625
FLOMAX FOSAMAX 0.676056338028 0.5714285714285714 0.5714285714285714 0.14285714285714285
FLOMAX OS@CAL 0.373770491803 0.3333333333333333 0.16666666666666663 0.0
FLOMAX PROCHLORPERAZINE 0.265573770492 0.1875 0.1875 0.0
FLOMAX VOLMAX 0.735294117647 0.5 0.5 0.0
FLUCYTOSINE FLUOROURACIL 0.369230769231 0.4583333333333333 0.25 0.25
FLUDARA FUDR 0.655737704918 0.42857142857142855 0.5714285714285714 0.14285714285714285
FLUDARA IDARUBICIN 0.422988505747 0.3 0.09999999999999998 0.0
FLUDARA INDERAL 0.513513513514 0.35714285714285715 0.2857142857142857 0.0
FLUDARA LODINE 0.555223880597 0.2857142857142857 0.2857142857142857 0.0
FLUDARA SYMMETREL 0.359090909091 0.1111111111111111 0.11111111111111116 0.0
FLUDARABINE FLUMADINE 0.742307692308 0.6363636363636364 0.6363636363636364 0.2727272727272727
FLUMADINE FLUDARABINE 0.742307692308 0.6363636363636364 0.6363636363636364 0.2727272727272727
FLUOROURACIL FLUCYTOSINE 0.369230769231 0.4583333333333333 0.25 0.25
FLURAZEPAM TEMAZEPAM 0.594059405941 0.55 0.6 0.0
FLURAZEPAM TRANDATE 0.469387755102 0.3 0.19999999999999996 0.0
FOLIC@ACID ERYTHROCIN 0.467326732673 0.25 0.19999999999999996 0.0
FOLIC@ACID FOLINIC@ACID 0.826923076923 0.8333333333333334 0.8333333333333334 0.3333333333333333
FOLIC@ACID VENTOLIN 0.421978021978 0.3 0.09999999999999998 0.0
FOLINIC@ACID FOLIC@ACID 0.826923076923 0.8333333333333334 0.8333333333333334 0.3333333333333333
FOLINIC@ACID HALOTESTIN 0.58018018018 0.20833333333333334 0.16666666666666663 0.0
FOSAMAX FLOMAX 0.676056338028 0.5714285714285714 0.5714285714285714 0.14285714285714285
FUDR FAM@PREN@FORTE 0.369565217391 0.14285714285714285 0.1428571428571429 0.07142857142857142
FUDR FLUDARA 0.655737704918 0.42857142857142855 0.5714285714285714 0.14285714285714285
FUROSEMIDE CEREBRA 0.395402298851 0.15 0.19999999999999996 0.0
FUROSEMIDE DARVON 0.442857142857 0.15 0.09999999999999998 0.0
FUROSEMIDE LENTE 0.41038961039 0.15 0.19999999999999996 0.0
FUROSEMIDE TORSEMIDE 0.857731958763 0.6 0.7 0.0
GAMIMUNE@N CHLORPROPAMIDE 0.3424 0.25 0.0 0.0
GAMIMUNE@N CYTOGAM 0.42380952381 0.25 0.0 0.0
GAMIMUNE@N T@PA 0.16875 0.1 0.0 0.0
GEMZAR EVISTA 0.325 0.25 0.0 0.0
GEMZAR ZINECARD 0.594871794872 0.3125 0.25 0.0
GENGRAF EDECRIN 0.425641025641 0.2857142857142857 0.1428571428571429 0.0
GENGRAF HYDROCODONE 0.4 0.09090909090909091 0.0 0.0
GENGRAF PROGRAF 0.585365853659 0.5 0.5714285714285714 0.0
GLIPIZIDE GLYBURIDE 0.8 0.5555555555555556 0.5555555555555556 0.2222222222222222
GLIPIZIDE VEXOL 0.286486486486 0.05555555555555555 0.0 0.0
GLUCOPHAGE GLUTOFAC 0.685714285714 0.55 0.5 0.3
GLUCOPHAGE PROPULSID 0.388571428571 0.2 0.09999999999999998 0.0
GLUCOTROL GLYBURIDE 0.526530612245 0.3888888888888889 0.2222222222222222 0.2222222222222222
GLUCOTROL PERIACTIN 0.30612244898 0.16666666666666666 0.0 0.0
GLUCOTROL UREX 0.23661971831 0.16666666666666666 0.2222222222222222 0.0
GLUTOFAC GLUCOPHAGE 0.685714285714 0.55 0.5 0.3
GLUTOFAC INDERAL 0.217283950617 0.125 0.125 0.0
GLYBURIDE CLONIDINE 0.527659574468 0.3333333333333333 0.33333333333333337 0.0
GLYBURIDE GLIPIZIDE 0.8 0.5555555555555556 0.5555555555555556 0.2222222222222222
GLYBURIDE GLUCOTROL 0.526530612245 0.3888888888888889 0.2222222222222222 0.2222222222222222
GLYBURIDE MINOXIDIL 0.429787234043 0.2222222222222222 0.11111111111111116 0.0
GRANULEX MYLERAN 0.41975308642 0.3125 0.0 0.0
GRANULEX REGRANEX 0.681818181818 0.625 0.5 0.0
GUAIFENESIN CLOZARIL 0.263917525773 0.18181818181818182 0.09090909090909094 0.0
GUAIFENESIN GUANFACINE 0.582524271845 0.5454545454545454 0.4545454545454546 0.2727272727272727
GUAIFENESIN TORECAN 0.471111111111 0.13636363636363635 0.18181818181818177 0.0
GUANFACINE GUAIFENESIN 0.582524271845 0.5454545454545454 0.4545454545454546 0.2727272727272727
HALDOL ATARAX 0.3 0.16666666666666666 0.0 0.0
HALDOL STADOL 0.529411764706 0.5 0.5 0.0
HALOPERIDOL HALOTESTIN 0.637837837838 0.5909090909090909 0.4545454545454546 0.36363636363636365
HALOTESTIN HALOPERIDOL 0.637837837838 0.5909090909090909 0.4545454545454546 0.36363636363636365
HALOTESTIN HYDROCODONE 0.515315315315 0.2727272727272727 0.18181818181818177 0.09090909090909091
HALOTESTIN PENICILLAMINE 0.310743801653 0.19230769230769232 0.15384615384615385 0.0
HEMOCCULT FLUDARABINE 0.248148148148 0.09090909090909091 0.0 0.0
HEMOCCULT PRINIVIL 0.383157894737 0.05555555555555555 0.11111111111111116 0.0
HEMOCCULT PROCHLORPERAZINE 0.284892086331 0.1875 0.0625 0.0
HEMOCCULT SERACULT 0.513684210526 0.5 0.5555555555555556 0.0
HEPARIN DOBUTREX 0.345679012346 0.125 0.125 0.0
HEPARIN HESPAN 0.591549295775 0.5714285714285714 0.5714285714285714 0.2857142857142857
HERCEPTIN FLUDARA 0.218181818182 0.1111111111111111 0.0 0.0
HERCEPTIN PERCEPTIN 0.862745098039 0.8333333333333334 0.8888888888888888 0.0
HESPAN HEPARIN 0.591549295775 0.5714285714285714 0.5714285714285714 0.2857142857142857
HESPAN HERCEPTIN 0.597647058824 0.4444444444444444 0.4444444444444444 0.2222222222222222
HESPAN TRIFLUOPERAZINE 0.241441441441 0.13333333333333333 0.19999999999999996 0.0
HUMALOG HUMULIN 0.756756756757 0.6428571428571429 0.5714285714285714 0.42857142857142855
HUMULIN HUMALOG 0.756756756757 0.6428571428571429 0.5714285714285714 0.42857142857142855
HYDRALAZINE DENAVIR 0.387234042553 0.2727272727272727 0.2727272727272727 0.0
HYDRALAZINE HYDROXYZINE 0.778947368421 0.7272727272727273 0.7272727272727273 0.36363636363636365
HYDRALAZINE IDAMYCIN 0.457731958763 0.2727272727272727 0.36363636363636365 0.0
HYDROCODONE CYCLOSPORINE 0.535537190083 0.375 0.41666666666666663 0.0
HYDROCODONE HYDROCORTISONE 0.748091603053 0.7142857142857143 0.7142857142857143 0.5
HYDROCODONE NEPHROX 0.351020408163 0.22727272727272727 0.09090909090909094 0.0
HYDROCORTISONE HUMALOG 0.295495495495 0.17857142857142858 0.1428571428571429 0.07142857142857142
HYDROCORTISONE HYDROCODONE 0.748091603053 0.7142857142857143 0.7142857142857143 0.5
HYDROMORPHONE ADRIAMYCIN 0.502479338843 0.2692307692307692 0.23076923076923073 0.0
HYDROMORPHONE CARBOPLATIN 0.375757575758 0.23076923076923078 0.15384615384615385 0.0
HYDROMORPHONE CEFACLOR 0.229565217391 0.11538461538461539 0.15384615384615385 0.0
HYDROMORPHONE DIFLUCAN 0.267826086957 0.11538461538461539 0.15384615384615385 0.0
HYDROMORPHONE MORPHINE 0.72 0.5 0.5384615384615384 0.0
HYDROXYZINE HYDRALAZINE 0.778947368421 0.7272727272727273 0.7272727272727273 0.36363636363636365
HYDROXYZINE MONOPRIL 0.233663366337 0.18181818181818182 0.18181818181818177 0.0
HYPERGEL DIAZEPAM 0.27619047619 0.125 0.0 0.0
HYPERGEL MPM@GELPAD 0.391919191919 0.3181818181818182 0.2727272727272727 0.0
HYPERGEL TORSEMIDE 0.391208791209 0.2222222222222222 0.11111111111111116 0.0
HYZAAR COZAAR 0.666666666667 0.5833333333333334 0.6666666666666667 0.0
HYZAAR ERYTHROCIN 0.266666666667 0.15 0.09999999999999998 0.0
HYZAAR VERSED 0.50625 0.08333333333333333 0.0 0.0
IDAMYCIN ADRIAMYCIN 0.764444444444 0.6 0.7 0.0
IDAMYCIN HUMULIN 0.451948051948 0.3125 0.375 0.0
IDARUBICIN ANSAID 0.355 0.2 0.19999999999999996 0.0
IDARUBICIN DOXORUBICIN 0.766355140187 0.6818181818181818 0.6363636363636364 0.0
IDARUBICIN PRAVACHOL 0.443564356436 0.2 0.09999999999999998 0.0
IDARUBICIN SERTRALINE 0.446153846154 0.25 0.19999999999999996 0.0
IMDUR CYTOSAR@U 0.364179104478 0.05555555555555555 0.11111111111111116 0.0
IMDUR IMURAN 0.631578947368 0.5833333333333334 0.5 0.3333333333333333
IMDUR INDERAL@LA 0.627027027027 0.3 0.30000000000000004 0.1
